ticket_id,customer_id,agent_id,category,created_at,first_response_at,resolved_at,satisfaction_score,is_repeat
T100882,C283,A03,CANCELLATION_FEE,2024-02-23 05:37:00,2024-02-23 07:08:00,2024-02-25 06:01:00,4.7,False
T100883,C284,A04,CANCELLATION_FEE,2024-01-19 23:51:00,2024-01-20 01:00:00,2024-01-21 06:21:00,4.5,False
T100884,C285,A05,CANCELLATION_FEE,2024-04-07 13:13:00,2024-04-07 14:00:00,2024-04-08 17:02:00,4.0,False
T100885,C286,A06,CANCELLATION_FEE,2024-03-29 16:11:00,2024-03-29 17:34:00,2024-03-30 08:00:00,3.1,False
T100886,C287,A07,CANCELLATION_FEE,2024-01-07 18:29:00,2024-01-07 20:09:00,2024-01-10 06:13:00,4.4,False
T100887,C288,A08,CANCELLATION_FEE,2024-01-24 15:21:00,2024-01-24 15:44:00,2024-01-24 20:45:00,4.0,False
T100888,C289,A01,CANCELLATION_FEE,2024-01-02 07:36:00,2024-01-02 09:21:00,2024-01-03 00:59:00,3.6,False
T100889,C290,A02,CANCELLATION_FEE,2024-02-02 14:40:00,2024-02-02 16:08:00,2024-02-03 21:40:00,3.0,True
T100890,C291,A03,CANCELLATION_FEE,2024-01-12 15:41:00,2024-01-12 15:54:00,2024-01-13 03:19:00,3.5,True
T100891,C292,A04,CANCELLATION_FEE,2024-03-26 20:34:00,2024-03-26 22:26:00,2024-03-29 14:36:00,4.2,False
T100892,C293,A05,CANCELLATION_FEE,2024-03-03 11:33:00,2024-03-03 11:57:00,2024-03-04 12:43:00,3.2,False
T100893,C294,A06,CANCELLATION_FEE,2024-04-27 12:02:00,2024-04-27 13:15:00,2024-04-28 05:51:00,4.3,True
T100894,C295,A07,CANCELLATION_FEE,2024-03-30 12:04:00,2024-03-30 12:22:00,2024-03-31 06:42:00,4.6,True
T100895,C296,A08,CANCELLATION_FEE,2024-03-14 02:44:00,2024-03-14 03:09:00,2024-03-14 16:56:00,3.6,True
T100896,C297,A01,CANCELLATION_FEE,2024-03-02 02:09:00,2024-03-02 03:27:00,2024-03-04 02:04:00,3.2,False
T100897,C298,A02,CANCELLATION_FEE,2024-01-07 00:29:00,2024-01-07 01:51:00,2024-01-08 11:23:00,3.3,False
T100898,C299,A03,CANCELLATION_FEE,2024-01-09 15:59:00,2024-01-09 17:22:00,2024-01-10 09:00:00,3.7,False
T100899,C300,A04,CANCELLATION_FEE,2024-03-14 10:03:00,2024-03-14 10:46:00,2024-03-17 00:59:00,4.6,False
T100900,C001,A05,CANCELLATION_FEE,2024-01-01 20:46:00,2024-01-01 22:24:00,2024-01-03 20:12:00,4.3,True
T100901,C002,A06,CANCELLATION_FEE,2024-01-06 16:51:00,2024-01-06 16:59:00,2024-01-07 22:09:00,4.7,True
T100902,C003,A07,CANCELLATION_FEE,2024-01-27 03:23:00,2024-01-27 05:05:00,2024-01-28 16:34:00,5.0,False
T100903,C004,A08,CANCELLATION_FEE,2024-04-16 02:24:00,2024-04-16 03:02:00,2024-04-18 01:49:00,3.4,False
T100904,C005,A01,CANCELLATION_FEE,2024-02-25 08:47:00,2024-02-25 10:02:00,2024-02-25 20:11:00,4.4,False
T100905,C006,A02,CANCELLATION_FEE,2024-03-26 22:06:00,2024-03-26 23:54:00,2024-03-29 08:23:00,3.9,True
T100906,C007,A03,CANCELLATION_FEE,2024-02-19 01:10:00,2024-02-19 01:42:00,2024-02-19 20:08:00,4.0,False
T100907,C008,A04,CANCELLATION_FEE,2024-01-21 04:29:00,2024-01-21 05:20:00,2024-01-21 07:05:00,3.7,False
T100908,C009,A05,CANCELLATION_FEE,2024-02-14 00:42:00,2024-02-14 02:21:00,2024-02-15 14:30:00,3.7,False
T100909,C010,A06,CANCELLATION_FEE,2024-01-12 09:55:00,2024-01-12 11:39:00,2024-01-15 01:04:00,4.4,False
T100910,C011,A07,CANCELLATION_FEE,2024-04-02 23:45:00,2024-04-03 00:15:00,2024-04-05 04:40:00,4.2,False
T100911,C012,A08,CANCELLATION_FEE,2024-01-23 16:24:00,2024-01-23 17:26:00,2024-01-24 14:57:00,3.6,False
T100912,C013,A01,CANCELLATION_FEE,2024-02-15 11:50:00,2024-02-15 12:31:00,2024-02-16 16:48:00,3.2,False
T100913,C014,A02,CANCELLATION_FEE,2024-04-27 03:27:00,2024-04-27 04:30:00,2024-04-28 22:33:00,4.2,False
T100914,C015,A03,CANCELLATION_FEE,2024-03-12 08:31:00,2024-03-12 09:18:00,2024-03-13 01:39:00,4.5,False
T100915,C016,A04,CANCELLATION_FEE,2024-02-25 12:35:00,2024-02-25 12:38:00,2024-02-27 23:43:00,4.1,False
T100916,C017,A05,CANCELLATION_FEE,2024-03-06 06:35:00,2024-03-06 08:26:00,2024-03-07 04:10:00,3.0,False
T100917,C018,A06,CANCELLATION_FEE,2024-04-04 16:55:00,2024-04-04 18:12:00,2024-04-05 08:54:00,3.6,False
T100918,C019,A07,CANCELLATION_FEE,2024-01-31 23:31:00,2024-02-01 00:28:00,2024-02-01 06:49:00,4.6,False
T100919,C020,A08,CANCELLATION_FEE,2024-03-17 04:56:00,2024-03-17 05:11:00,2024-03-19 07:00:00,4.5,False
T100920,C021,A01,CANCELLATION_FEE,2024-04-14 06:03:00,2024-04-14 06:14:00,2024-04-14 08:20:00,3.0,False
T100921,C022,A02,CANCELLATION_FEE,2024-03-09 03:01:00,2024-03-09 04:00:00,2024-03-11 13:06:00,3.9,True
T100922,C023,A03,CANCELLATION_FEE,2024-02-23 17:25:00,2024-02-23 18:43:00,2024-02-26 15:29:00,3.9,False
T100923,C024,A04,CANCELLATION_FEE,2024-01-18 11:04:00,2024-01-18 11:37:00,2024-01-18 19:30:00,4.3,False
T100924,C025,A05,CANCELLATION_FEE,2024-01-30 06:48:00,2024-01-30 08:18:00,2024-01-30 14:11:00,3.2,True
T100925,C026,A06,CANCELLATION_FEE,2024-04-23 05:15:00,2024-04-23 06:03:00,2024-04-26 00:34:00,4.2,True
T100926,C027,A07,CANCELLATION_FEE,2024-03-05 01:41:00,2024-03-05 01:45:00,2024-03-05 11:06:00,4.9,True
T100927,C028,A08,CANCELLATION_FEE,2024-02-06 11:25:00,2024-02-06 12:30:00,2024-02-07 17:03:00,3.7,False
T100928,C029,A01,CANCELLATION_FEE,2024-02-20 16:23:00,2024-02-20 16:47:00,2024-02-23 07:09:00,3.7,True
T100929,C030,A02,CANCELLATION_FEE,2024-03-10 05:38:00,2024-03-10 05:42:00,2024-03-10 16:04:00,3.1,False
T100930,C031,A03,CANCELLATION_FEE,2024-03-05 00:02:00,2024-03-05 00:20:00,2024-03-06 23:58:00,3.1,True
T100931,C032,A04,CANCELLATION_FEE,2024-03-24 11:21:00,2024-03-24 11:57:00,2024-03-25 15:12:00,4.9,True
T100932,C033,A05,CANCELLATION_FEE,2024-01-31 16:13:00,2024-01-31 17:16:00,2024-02-01 23:53:00,5.0,True
T100933,C034,A06,CANCELLATION_FEE,2024-03-18 08:16:00,2024-03-18 10:14:00,2024-03-21 03:20:00,3.0,True
T100934,C035,A07,CANCELLATION_FEE,2024-02-23 06:00:00,2024-02-23 06:28:00,2024-02-25 04:54:00,4.8,False
T100935,C036,A08,CANCELLATION_FEE,2024-04-22 03:42:00,2024-04-22 03:51:00,2024-04-23 03:02:00,3.3,False
T100936,C037,A01,CANCELLATION_FEE,2024-01-19 17:54:00,2024-01-19 18:19:00,2024-01-22 13:15:00,4.1,False
T100937,C038,A02,CANCELLATION_FEE,2024-01-18 20:40:00,2024-01-18 21:20:00,2024-01-20 14:41:00,4.4,False
T100938,C039,A03,CANCELLATION_FEE,2024-02-25 18:28:00,2024-02-25 18:55:00,2024-02-26 02:04:00,3.7,True
T100939,C040,A04,CANCELLATION_FEE,2024-03-02 12:26:00,2024-03-02 13:06:00,2024-03-03 17:00:00,4.1,False
T100940,C041,A05,CANCELLATION_FEE,2024-03-23 17:22:00,2024-03-23 19:18:00,2024-03-24 11:17:00,4.3,False
T100941,C042,A06,CANCELLATION_FEE,2024-02-18 09:31:00,2024-02-18 10:18:00,2024-02-20 07:57:00,3.4,False
T100942,C043,A07,CANCELLATION_FEE,2024-04-19 00:35:00,2024-04-19 01:52:00,2024-04-21 14:35:00,5.0,False
T100943,C044,A08,CANCELLATION_FEE,2024-02-26 08:49:00,2024-02-26 10:12:00,2024-02-26 12:06:00,3.4,False
T100944,C045,A01,CANCELLATION_FEE,2024-01-16 16:53:00,2024-01-16 17:11:00,2024-01-19 01:11:00,3.0,True
T100945,C046,A02,CANCELLATION_FEE,2024-01-15 15:32:00,2024-01-15 16:03:00,2024-01-18 09:32:00,4.9,True
T100946,C047,A03,CANCELLATION_FEE,2024-04-26 23:45:00,2024-04-27 00:36:00,2024-04-29 23:20:00,3.9,False
T100947,C048,A04,CANCELLATION_FEE,2024-01-17 23:56:00,2024-01-18 00:52:00,2024-01-19 23:42:00,3.8,False
T100948,C049,A05,CANCELLATION_FEE,2024-04-23 05:49:00,2024-04-23 05:53:00,2024-04-24 04:45:00,3.6,False
T100949,C050,A06,CANCELLATION_FEE,2024-02-03 00:13:00,2024-02-03 01:31:00,2024-02-03 11:06:00,3.1,True
T100950,C051,A07,CANCELLATION_FEE,2024-01-12 06:34:00,2024-01-12 07:12:00,2024-01-15 02:37:00,3.5,False
T100951,C052,A08,CANCELLATION_FEE,2024-02-06 21:01:00,2024-02-06 21:41:00,2024-02-08 03:00:00,3.8,False
T100952,C053,A01,INVOICE,2024-03-14 19:31:00,2024-03-14 20:44:00,2024-03-15 20:35:00,4.0,True
T100953,C054,A02,INVOICE,2024-02-21 02:22:00,2024-02-21 04:16:00,2024-02-23 07:20:00,3.9,False
T100954,C055,A03,INVOICE,2024-04-04 03:50:00,2024-04-04 05:34:00,2024-04-06 07:27:00,4.8,False
T100955,C056,A04,INVOICE,2024-03-14 13:31:00,2024-03-14 15:28:00,2024-03-16 23:53:00,4.8,False
T100956,C057,A05,INVOICE,2024-02-18 15:51:00,2024-02-18 16:42:00,2024-02-21 07:27:00,3.6,True
T100957,C058,A06,INVOICE,2024-03-17 23:34:00,2024-03-17 23:51:00,2024-03-20 14:46:00,4.9,True
T100958,C059,A07,INVOICE,2024-04-26 18:07:00,2024-04-26 18:35:00,2024-04-27 06:49:00,4.7,True
T100959,C060,A08,INVOICE,2024-02-19 05:05:00,2024-02-19 05:48:00,2024-02-19 17:42:00,4.9,False
T100960,C061,A01,INVOICE,2024-01-19 00:53:00,2024-01-19 01:31:00,2024-01-19 16:05:00,4.4,False
T100961,C062,A02,INVOICE,2024-02-19 15:12:00,2024-02-19 15:39:00,2024-02-21 12:33:00,3.4,True
T100962,C063,A03,INVOICE,2024-04-10 13:17:00,2024-04-10 13:37:00,2024-04-12 07:19:00,3.4,False
T100963,C064,A04,INVOICE,2024-01-27 22:07:00,2024-01-27 22:31:00,2024-01-30 11:54:00,4.8,False
T100964,C065,A05,INVOICE,2024-04-23 13:49:00,2024-04-23 15:09:00,2024-04-26 02:39:00,4.0,True
T100965,C066,A06,INVOICE,2024-03-11 12:01:00,2024-03-11 13:01:00,2024-03-13 22:40:00,4.8,True
T100966,C067,A07,INVOICE,2024-03-13 07:16:00,2024-03-13 07:23:00,2024-03-13 13:24:00,4.4,True
T100967,C068,A08,INVOICE,2024-02-08 02:04:00,2024-02-08 03:12:00,2024-02-10 04:18:00,3.4,True
T100968,C069,A01,INVOICE,2024-04-20 21:01:00,2024-04-20 22:42:00,2024-04-23 10:21:00,3.8,False
T100969,C070,A02,INVOICE,2024-01-05 19:49:00,2024-01-05 20:41:00,2024-01-08 18:33:00,4.9,False
T100970,C071,A03,INVOICE,2024-02-05 03:54:00,2024-02-05 04:34:00,2024-02-06 04:55:00,3.0,False
T100971,C072,A04,INVOICE,2024-02-20 16:53:00,2024-02-20 17:27:00,2024-02-23 00:55:00,4.4,False
T100972,C073,A05,INVOICE,2024-02-27 08:44:00,2024-02-27 09:31:00,2024-02-28 14:16:00,5.0,False
T100973,C074,A06,INVOICE,2024-02-26 10:29:00,2024-02-26 11:04:00,2024-02-26 22:28:00,3.2,True
T100974,C075,A07,INVOICE,2024-01-18 20:22:00,2024-01-18 22:13:00,2024-01-19 21:10:00,3.5,True
T100975,C076,A08,INVOICE,2024-01-28 20:12:00,2024-01-28 22:11:00,2024-01-29 14:39:00,4.1,True
T100976,C077,A01,INVOICE,2024-01-12 04:34:00,2024-01-12 05:17:00,2024-01-14 22:14:00,4.7,False
T100977,C078,A02,INVOICE,2024-03-09 07:22:00,2024-03-09 09:13:00,2024-03-09 20:25:00,4.0,False
T100978,C079,A03,INVOICE,2024-02-12 19:42:00,2024-02-12 21:24:00,2024-02-13 05:33:00,3.1,False
T100979,C080,A04,INVOICE,2024-03-08 22:00:00,2024-03-08 22:11:00,2024-03-10 15:57:00,3.3,False
T100980,C081,A05,INVOICE,2024-03-11 01:53:00,2024-03-11 02:53:00,2024-03-12 19:26:00,3.8,True
T100981,C082,A06,INVOICE,2024-03-25 20:00:00,2024-03-25 21:19:00,2024-03-27 12:37:00,3.6,False
T100982,C083,A07,INVOICE,2024-03-06 11:44:00,2024-03-06 12:36:00,2024-03-06 22:49:00,3.4,False
T100983,C084,A08,INVOICE,2024-03-18 14:10:00,2024-03-18 15:06:00,2024-03-20 02:18:00,4.7,False
T100984,C085,A01,INVOICE,2024-03-11 01:48:00,2024-03-11 02:48:00,2024-03-13 20:41:00,3.1,False
T100985,C086,A02,INVOICE,2024-03-19 16:19:00,2024-03-19 17:42:00,2024-03-19 23:14:00,4.7,True
T100986,C087,A03,INVOICE,2024-03-14 16:16:00,2024-03-14 16:53:00,2024-03-17 01:49:00,4.8,False
T100987,C088,A04,INVOICE,2024-02-07 15:54:00,2024-02-07 17:06:00,2024-02-08 01:23:00,4.3,False
T100988,C089,A05,INVOICE,2024-01-30 18:58:00,2024-01-30 19:29:00,2024-01-31 12:11:00,4.3,False
T100989,C090,A06,INVOICE,2024-04-04 22:42:00,2024-04-05 00:29:00,2024-04-07 15:25:00,3.3,True
T100990,C091,A07,INVOICE,2024-02-11 20:23:00,2024-02-11 20:35:00,2024-02-12 18:10:00,4.1,True
T100991,C092,A08,INVOICE,2024-03-06 17:52:00,2024-03-06 18:02:00,2024-03-08 07:43:00,3.8,False
T100992,C093,A01,INVOICE,2024-01-24 23:33:00,2024-01-24 23:40:00,2024-01-26 03:19:00,3.5,False
T100993,C094,A02,INVOICE,2024-02-21 16:11:00,2024-02-21 16:54:00,2024-02-23 12:36:00,4.2,True
T100994,C095,A03,INVOICE,2024-03-04 16:07:00,2024-03-04 17:20:00,2024-03-05 21:36:00,3.0,True
T100995,C096,A04,INVOICE,2024-03-16 13:00:00,2024-03-16 14:58:00,2024-03-17 21:14:00,3.6,False
T100996,C097,A05,INVOICE,2024-03-04 18:27:00,2024-03-04 19:23:00,2024-03-07 05:23:00,4.3,False
T100997,C098,A06,INVOICE,2024-02-13 01:42:00,2024-02-13 02:06:00,2024-02-14 17:49:00,3.9,False
T100998,C099,A07,INVOICE,2024-04-25 12:08:00,2024-04-25 12:54:00,2024-04-27 04:59:00,3.3,True
T100999,C100,A08,INVOICE,2024-03-02 10:12:00,2024-03-02 10:29:00,2024-03-04 20:17:00,3.0,False
T101000,C101,A01,INVOICE,2024-04-06 21:54:00,2024-04-06 22:52:00,2024-04-08 04:59:00,3.5,False
T101001,C102,A02,INVOICE,2024-03-29 01:44:00,2024-03-29 03:12:00,2024-03-31 13:07:00,4.1,False
T101002,C103,A03,INVOICE,2024-03-07 15:27:00,2024-03-07 15:34:00,2024-03-09 19:23:00,4.1,False
T101003,C104,A04,INVOICE,2024-04-16 04:25:00,2024-04-16 05:58:00,2024-04-18 20:06:00,3.3,False
T101004,C105,A05,INVOICE,2024-01-16 21:12:00,2024-01-16 21:41:00,2024-01-18 06:26:00,4.2,True
T101005,C106,A06,INVOICE,2024-04-20 20:26:00,2024-04-20 21:47:00,2024-04-22 12:52:00,5.0,False
T101006,C107,A07,INVOICE,2024-04-12 05:39:00,2024-04-12 07:17:00,2024-04-12 15:19:00,4.2,False
T101007,C108,A08,INVOICE,2024-03-01 20:55:00,2024-03-01 22:28:00,2024-03-02 05:22:00,4.1,False
T101008,C109,A01,INVOICE,2024-03-29 11:55:00,2024-03-29 13:16:00,2024-03-29 20:06:00,4.2,False
T101009,C110,A02,INVOICE,2024-03-03 23:18:00,2024-03-04 00:42:00,2024-03-05 21:03:00,4.8,True
T101010,C111,A03,INVOICE,2024-02-02 17:30:00,2024-02-02 17:54:00,2024-02-03 17:18:00,4.9,False
T101011,C112,A04,INVOICE,2024-04-05 00:49:00,2024-04-05 01:07:00,2024-04-05 21:58:00,3.1,False
T101012,C113,A05,INVOICE,2024-01-30 04:51:00,2024-01-30 05:38:00,2024-02-01 00:27:00,3.4,True
T101013,C114,A06,INVOICE,2024-02-07 09:41:00,2024-02-07 10:55:00,2024-02-08 14:40:00,3.2,False
T101014,C115,A07,INVOICE,2024-03-03 05:04:00,2024-03-03 06:19:00,2024-03-03 15:12:00,4.5,False
T101015,C116,A08,INVOICE,2024-04-10 03:10:00,2024-04-10 04:43:00,2024-04-11 19:31:00,3.1,False
T101016,C117,A01,INVOICE,2024-02-16 23:28:00,2024-02-17 00:07:00,2024-02-18 15:18:00,4.8,False
T101017,C118,A02,INVOICE,2024-02-29 20:51:00,2024-02-29 22:35:00,2024-03-01 07:20:00,3.0,True
T101018,C119,A03,INVOICE,2024-01-05 10:25:00,2024-01-05 11:20:00,2024-01-06 06:11:00,4.2,False
T101019,C120,A04,INVOICE,2024-01-14 05:09:00,2024-01-14 05:40:00,2024-01-14 22:36:00,3.6,True
T101020,C121,A05,INVOICE,2024-01-07 04:21:00,2024-01-07 05:50:00,2024-01-09 06:34:00,3.9,False
T101021,C122,A06,INVOICE,2024-01-09 21:58:00,2024-01-09 22:15:00,2024-01-10 16:16:00,3.9,False
T101022,C123,A07,INVOICE,2024-04-14 07:57:00,2024-04-14 08:47:00,2024-04-14 10:28:00,4.5,False
T101023,C124,A08,INVOICE,2024-04-11 00:18:00,2024-04-11 01:52:00,2024-04-11 19:52:00,4.0,True
T101024,C125,A01,INVOICE,2024-04-08 09:32:00,2024-04-08 11:05:00,2024-04-09 19:34:00,3.8,False
T101025,C126,A02,INVOICE,2024-01-07 10:54:00,2024-01-07 11:27:00,2024-01-09 18:24:00,4.5,False
T101026,C127,A03,INVOICE,2024-01-10 14:57:00,2024-01-10 15:19:00,2024-01-10 19:11:00,4.9,False
T101027,C128,A04,INVOICE,2024-02-03 08:07:00,2024-02-03 08:13:00,2024-02-05 23:37:00,4.6,False
T101028,C129,A05,INVOICE,2024-03-08 22:09:00,2024-03-08 22:22:00,2024-03-09 22:16:00,4.5,False
T101029,C130,A06,INVOICE,2024-02-10 15:26:00,2024-02-10 17:05:00,2024-02-11 16:25:00,4.0,False
T101030,C131,A07,INVOICE,2024-02-28 23:40:00,2024-02-29 01:14:00,2024-02-29 01:16:00,4.8,True
T101031,C132,A08,INVOICE,2024-01-21 08:48:00,2024-01-21 09:50:00,2024-01-22 05:03:00,4.0,True
T101032,C133,A01,INVOICE,2024-03-28 15:38:00,2024-03-28 16:47:00,2024-03-30 01:40:00,4.9,True
T101033,C134,A02,INVOICE,2024-02-07 08:46:00,2024-02-07 09:27:00,2024-02-09 06:01:00,4.6,False
T101034,C135,A03,INVOICE,2024-01-08 16:47:00,2024-01-08 17:12:00,2024-01-11 00:07:00,3.3,False
T101035,C136,A04,INVOICE,2024-03-30 17:53:00,2024-03-30 17:57:00,2024-04-01 07:45:00,3.1,True
T101036,C137,A05,INVOICE,2024-04-18 07:43:00,2024-04-18 09:04:00,2024-04-18 15:22:00,4.5,True
T101037,C138,A06,INVOICE,2024-01-02 22:30:00,2024-01-02 22:37:00,2024-01-04 02:59:00,4.4,False
T101038,C139,A07,INVOICE,2024-02-22 20:34:00,2024-02-22 20:49:00,2024-02-25 01:38:00,4.2,False
T101039,C140,A08,INVOICE,2024-04-09 21:28:00,2024-04-09 23:03:00,2024-04-11 19:41:00,5.0,False
T101040,C141,A01,INVOICE,2024-03-25 05:13:00,2024-03-25 06:24:00,2024-03-26 23:29:00,4.1,False
T101041,C142,A02,INVOICE,2024-04-12 17:13:00,2024-04-12 18:13:00,2024-04-14 06:03:00,3.7,False
T101042,C143,A03,INVOICE,2024-02-19 02:33:00,2024-02-19 03:01:00,2024-02-20 15:07:00,4.1,False
T101043,C144,A04,INVOICE,2024-02-14 02:31:00,2024-02-14 02:51:00,2024-02-17 02:01:00,3.1,False
T101044,C145,A05,INVOICE,2024-03-26 23:21:00,2024-03-27 00:18:00,2024-03-28 18:42:00,4.2,False
T101045,C146,A06,INVOICE,2024-01-19 03:40:00,2024-01-19 04:24:00,2024-01-20 22:51:00,4.8,False
T101046,C147,A07,INVOICE,2024-01-29 20:44:00,2024-01-29 21:49:00,2024-01-30 21:14:00,3.0,True
T101047,C148,A08,INVOICE,2024-03-13 10:20:00,2024-03-13 10:42:00,2024-03-14 21:52:00,4.7,False
T101048,C149,A01,INVOICE,2024-03-21 07:17:00,2024-03-21 07:47:00,2024-03-23 10:34:00,4.6,False
T101049,C150,A02,INVOICE,2024-01-15 01:45:00,2024-01-15 02:01:00,2024-01-17 15:35:00,3.2,True
T101050,C151,A03,INVOICE,2024-03-01 16:12:00,2024-03-01 17:04:00,2024-03-04 00:26:00,4.7,False
T101051,C152,A04,INVOICE,2024-02-13 17:18:00,2024-02-13 17:53:00,2024-02-15 17:09:00,4.5,False
T101052,C153,A05,INVOICE,2024-03-01 11:12:00,2024-03-01 11:41:00,2024-03-03 19:20:00,4.0,False
T101053,C154,A06,INVOICE,2024-04-25 19:26:00,2024-04-25 20:33:00,2024-04-25 22:17:00,3.5,False
T101054,C155,A07,INVOICE,2024-01-10 07:45:00,2024-01-10 08:46:00,2024-01-11 03:30:00,3.6,False
T101055,C156,A08,INVOICE,2024-04-29 13:14:00,2024-04-29 13:41:00,2024-04-30 07:06:00,4.2,False
T101056,C157,A01,INVOICE,2024-02-23 06:52:00,2024-02-23 08:16:00,2024-02-25 06:07:00,3.5,False
T101057,C158,A02,INVOICE,2024-04-02 13:58:00,2024-04-02 14:41:00,2024-04-04 20:19:00,3.7,True
T101058,C159,A03,INVOICE,2024-02-20 03:15:00,2024-02-20 03:57:00,2024-02-20 14:20:00,4.9,True
T101059,C160,A04,INVOICE,2024-02-07 11:25:00,2024-02-07 12:23:00,2024-02-08 01:42:00,4.5,False
T101060,C161,A05,INVOICE,2024-04-02 13:11:00,2024-04-02 13:30:00,2024-04-04 01:06:00,4.5,False
T101061,C162,A06,INVOICE,2024-03-23 13:21:00,2024-03-23 14:13:00,2024-03-26 11:05:00,4.9,False
T101062,C163,A07,INVOICE,2024-01-18 10:43:00,2024-01-18 11:54:00,2024-01-18 11:24:00,3.0,False
T101063,C164,A08,INVOICE,2024-03-25 15:26:00,2024-03-25 15:44:00,2024-03-28 06:48:00,3.5,True
T101064,C165,A01,INVOICE,2024-03-31 12:17:00,2024-03-31 13:26:00,2024-04-01 02:37:00,4.3,False
T101065,C166,A02,INVOICE,2024-02-16 06:47:00,2024-02-16 06:54:00,2024-02-17 02:28:00,3.9,False
T101066,C167,A03,INVOICE,2024-04-21 05:10:00,2024-04-21 06:23:00,2024-04-23 02:50:00,3.2,False
T101067,C168,A04,INVOICE,2024-03-17 15:32:00,2024-03-17 15:39:00,2024-03-19 20:08:00,4.6,False
T101068,C169,A05,INVOICE,2024-02-10 22:31:00,2024-02-10 22:54:00,2024-02-13 13:32:00,3.1,False
T101069,C170,A06,INVOICE,2024-01-02 18:04:00,2024-01-02 18:47:00,2024-01-02 18:57:00,4.1,False
T101070,C171,A07,INVOICE,2024-03-21 15:19:00,2024-03-21 16:33:00,2024-03-21 19:19:00,4.1,False
T101071,C172,A08,INVOICE,2024-01-26 22:07:00,2024-01-26 23:34:00,2024-01-28 08:48:00,4.3,True
T101072,C173,A01,INVOICE,2024-03-31 21:35:00,2024-03-31 22:32:00,2024-04-02 14:01:00,3.6,True
T101073,C174,A02,INVOICE,2024-03-04 12:09:00,2024-03-04 12:27:00,2024-03-05 07:18:00,3.0,True
T101074,C175,A03,INVOICE,2024-02-26 02:37:00,2024-02-26 03:25:00,2024-02-28 00:38:00,4.8,False
T101075,C176,A04,INVOICE,2024-01-20 15:13:00,2024-01-20 16:48:00,2024-01-21 10:40:00,4.9,False
T101076,C177,A05,INVOICE,2024-03-26 14:56:00,2024-03-26 15:09:00,2024-03-29 10:05:00,4.0,False
T101077,C178,A06,INVOICE,2024-01-20 06:39:00,2024-01-20 08:05:00,2024-01-20 19:50:00,3.0,False
T101078,C179,A07,INVOICE,2024-02-20 20:23:00,2024-02-20 21:11:00,2024-02-22 19:43:00,4.2,True
T101079,C180,A08,INVOICE,2024-04-10 20:52:00,2024-04-10 20:55:00,2024-04-12 11:17:00,3.6,True
T101080,C181,A01,INVOICE,2024-04-20 07:56:00,2024-04-20 09:20:00,2024-04-20 15:48:00,3.4,False
T101081,C182,A02,INVOICE,2024-04-28 11:26:00,2024-04-28 11:32:00,2024-04-30 07:10:00,3.3,False
T101082,C183,A03,INVOICE,2024-04-24 04:41:00,2024-04-24 05:27:00,2024-04-24 15:40:00,3.4,False
T101083,C184,A04,INVOICE,2024-03-07 04:16:00,2024-03-07 04:41:00,2024-03-08 19:20:00,3.7,False
T101084,C185,A05,INVOICE,2024-01-25 06:21:00,2024-01-25 07:32:00,2024-01-27 04:18:00,3.6,False
T101085,C186,A06,INVOICE,2024-04-10 08:46:00,2024-04-10 08:55:00,2024-04-10 14:25:00,4.7,False
T101086,C187,A07,INVOICE,2024-04-06 06:33:00,2024-04-06 06:46:00,2024-04-06 22:28:00,4.0,False
T101087,C188,A08,INVOICE,2024-04-28 03:38:00,2024-04-28 04:43:00,2024-04-29 01:16:00,3.9,False
T101088,C189,A01,INVOICE,2024-03-19 10:43:00,2024-03-19 12:42:00,2024-03-22 05:35:00,3.3,True
T101089,C190,A02,INVOICE,2024-01-17 14:57:00,2024-01-17 15:04:00,2024-01-18 07:15:00,4.8,False
T101090,C191,A03,INVOICE,2024-03-01 07:49:00,2024-03-01 08:45:00,2024-03-04 02:08:00,3.1,False
T101091,C192,A04,INVOICE,2024-02-23 12:48:00,2024-02-23 14:24:00,2024-02-25 03:28:00,3.5,True
T101092,C193,A05,INVOICE,2024-04-11 06:30:00,2024-04-11 07:07:00,2024-04-14 02:49:00,4.2,True
T101093,C194,A06,INVOICE,2024-02-17 16:53:00,2024-02-17 17:53:00,2024-02-20 04:49:00,4.4,False
T101094,C195,A07,INVOICE,2024-02-09 15:33:00,2024-02-09 17:14:00,2024-02-10 12:59:00,4.6,True
T101095,C196,A08,INVOICE,2024-01-10 23:02:00,2024-01-11 00:30:00,2024-01-12 15:33:00,3.8,False
T101096,C197,A01,INVOICE,2024-04-10 01:16:00,2024-04-10 01:53:00,2024-04-12 05:01:00,3.7,False
T101097,C198,A02,INVOICE,2024-03-31 20:28:00,2024-03-31 21:58:00,2024-04-01 02:34:00,3.6,False
T101098,C199,A03,INVOICE,2024-01-05 08:10:00,2024-01-05 09:32:00,2024-01-07 08:04:00,4.1,True
T101099,C200,A04,INVOICE,2024-02-22 01:35:00,2024-02-22 02:37:00,2024-02-23 10:56:00,3.7,False
T101100,C201,A05,INVOICE,2024-02-27 16:33:00,2024-02-27 17:27:00,2024-02-27 19:35:00,3.7,False
T101101,C202,A06,INVOICE,2024-02-26 04:07:00,2024-02-26 05:58:00,2024-02-28 18:36:00,3.0,True
T101102,C203,A07,INVOICE,2024-04-20 04:13:00,2024-04-20 05:58:00,2024-04-20 23:42:00,4.9,False
